idx	C3L-01663	C3N-03486	C3L-02665	C3L-02163	C3N-03875	C3N-01846	C3N-02375	C3L-02619	C3L-02649	C3N-02339	C3N-02252	C3N-02285	C3N-02288	C3L-02963	C3L-02627	C3L-00568	C3L-02349	C3L-04071	C3N-01893	C3L-00081	C3N-01194	C3L-03961	C3N-01025	C3L-00927	C3L-04391	C3L-00415	C3L-02170	C3N-02300	C3N-03662	C3L-02951	C3N-01028	C3L-02130	C3N-03092	C3N-03424	C3N-04155	C3L-02969	C3L-02127	C3L-02650	C3L-00603	C3L-02625	C3L-01606	C3N-02425	C3N-01892	C3N-03441	C3L-03963	C3L-04014	C3L-00923	C3N-03072	C3L-01285	C3L-02660	C3N-00555	C3L-01000	C3L-02891	C3N-03093	C3N-02374	C3N-03051	C3N-03886	C3N-02675	C3L-04013	C3N-03425	C3L-01838	C3L-03965	C3L-03272	C3L-00993	C3L-00904	C3N-02434	C3L-02669	C3L-00965	C3N-02283	C3L-03678	C3L-02968	C3N-00247	C3L-02164	C3L-02552	C3N-03880	C3N-02435	C3N-03076	C3L-02646	C3N-02523	C3L-02964	C3L-03962	C3L-02629	C3L-02168	C3N-02289	C3N-02426	C3N-02494	C3N-03848	C3L-02546	C3N-00211	C3N-01017	C3N-03204	C3N-00221	C3N-03882	C3N-03851	C3N-02284	C3L-00445	C3L-01455	C3N-04124	C3N-04162	C3L-03961	C3L-01884	C3L-02358	C3N-01411	C3N-01020	C3N-00497	C3N-04127	C3L-02648	C3N-03877
hsa-miR-550b-3p	0.8922	1.1302	1.0352	0.2727	1.3175	0.7789	0	0.648	2.0079	0	1.3861	0.3274	2.1809	0	1.3353	1.8281	0.6256	0.3686	1.599	0.6257	0.9935	1.1742	1.4137	0.6606	0.6358	2.6527	0.5556	1.0544	0.3609	0.4053	0	1.3207	0.7848	0.5723	1.3743	0.7882	0.328	0.6752	1.6146	0.1015	0	1.3669	0.8274	0.7152	1.3786	1.3883	0.792	1.4025	0.6184	1.1566	1.2333	1.2932	0	0.7039	0.2321	0.4756	0.7013	1.0027	0.5802	1.4511	1.3117	0.9161	0.1594	1.2178	0.4387	1.9371	0.5423	0.9046	0.6074	0.9153	1.4053	1.0878	0.4966	0.2318	1.6714	0.5968	1.3114	1.3832	0.5775	1.2676	2.047	0.3083	1.4262	0.4215	0.2524	0.9766	0.1778	0.7051	1.1847	1.3326	0	1.7812	1.8415	1.3825	1.8995	0.4124	0.8286	0.5423	0.5531	0.6907	2.025	0.6656	1.3175	1.28	1.0181	0	1.0261	1.634
hsa-miR-551a	0	0	1.1533	0.1428	0.2618	0	0	0	0.2129	0.2892	0.1386	0.1176	0.4779	0	0.1871	0	0.8594	0	0.2345	0	0.2609	0.1561	0	1.1875	0	1.6394	0.5556	0.1347	0.1917	0.2168	0.2079	0.9989	0.3115	0.3144	0.1798	0	0	0.2618	2.5218	0.1962	0	0.3642	0.5287	0.5977	1.0131	0.5273	0	0	0.8503	0	0.9745	0.5324	0.8327	0.443	0	0.7232	0.3929	0.8096	0	0.8554	0	0.1989	0	0.5281	0	0.2221	0	1.3615	3.1175	0.5291	0.592	0.1899	0.4966	0.6068	0	0	0	0.6809	0.728	0.2828	0.7208	0	0	0.2261	0.4672	0.4034	0.3361	0	0.0986	0	0	1.6851	0	1.7438	0	0.2876	0	0	0.3912	0.5765	0	0.2867	0	1.0278	0	0.3316	0.6711	0
hsa-miR-551b-3p	0.2798	0	0	2.1816	0	2.1375	0	0	0.3985	0	0.489	0.2263	0	0	0	0.7619	1.0605	0.1961	0.4361	0.2836	0.2609	0.2969	0	0	0.2444	0	0.2484	0	0.3609	0	0.551	0.5843	0.5675	0.4491	1.7608	0	0	0.1368	1.0937	0.1015	0	0	0.1514	0.1742	0.5225	0.9126	0	0	0	0.1214	0.8254	0.6397	0.7003	0	0	0	0.2098	0.323	0	0.4296	0.1452	0.6703	1.0365	0	0.3068	0.8736	0	0	1.4569	0.2354	0.3261	0	0	0	0	0	0.3184	0.2643	0.8643	0	0.8985	0.1624	0.1642	0.4215	0.2524	0.2157	0.8375	0.1094	0	0.815	0	0.7352	0	0.1682	0	0.2876	0.6362	0	0.2088	0.1671	0.4448	0	0	2.0415	0	0	0.3742	0
hsa-miR-551b-5p	0.1467	0.2263	0	1.7623	0	4.358	0	0	0	0	0	0.673	0.9383	0	0	1.1107	0.6256	0.3686	0.5272	1.0607	0	0	0	0	0.719	0	0.3582	0.258	0.6493	0	0.2079	0.1697	0.1641	0.6859	1.4464	0	0	0.1368	1.9199	0.1015	0	0	0.7346	1.0191	0	0.5273	0	0	0	0	0.659	0.5324	1.5233	0.5353	0	0	0.2098	0.9094	0.3752	0	0.398	0.6703	1.5781	0.9138	0	2.3203	0	0	2.7936	0	0.3261	0.6441	0	0.6068	0	0	0.3184	0	1.3085	0.1483	0	0.1624	0.5676	0.8862	0.9679	0.5694	0.1778	0.7732	0	0	0	0	0	0	0	0.9125	1.5827	0.3832	0	0	0.2395	0.4503	0.2788	2.402	0.8641	0.1753	0.3742	0.1782
hsa-miR-552-3p	0.1467	0	0.6085	0	0.9963	0	0	0.1913	0	0	0.489	1.2889	1.5021	0	0.9777	0	0.4927	0.3686	0.122	0	0	0.2969	0.3077	0	1.5549	0	1.3237	0.4767	0.3609	0.4053	0.3897	0.1697	0.7848	0.5723	0	0.4473	0	0.9224	1.4609	0	0	0	0.7346	2.555	0.6616	1.8074	1.0685	0.4492	0.739	0	1.4526	2.8127	0.3922	0	0	2.0889	0	0	0.1362	1.3888	0.8853	0	0.4334	0	0.3068	0	0	0.2319	0.4319	3.7635	0.8164	0	0.2696	1.5446	0.2242	0.5968	0	0.3803	0.728	1.0585	0	2.3363	0	0	0.4672	0.4034	1.1246	0.5584	0.2349	0.3255	0	0	0	0	0	0	0.9983	0.6856	0	2.2651	1.8189	1.9749	0.2788	0.4746	0.2691	0.9294	0	0.6097
hsa-miR-552-5p	0	0	0	0	0.6753	0	0	0.1913	0	0.1518	0.489	0.4218	1.3622	0	1.1676	0	0.3464	0	0	0	0	0.1561	0.3077	0	0.4533	1.041	0.5556	0.6667	0	0.2168	1.0602	0.1697	0	0.6859	0	0	0	0.5824	0	0	0	0	0.4135	1.6698	0	1.5419	0	0	0	0.2334	0	1.7887	0.3922	0.2384	0	2.0441	0	0	0	0.9448	0.8001	0	0	0	0.4387	0	0.1057	1.0331	0.4319	2.2391	0	0	0	0.4314	0	0	0	0.6809	0.5775	0.4058	0	1.992	0	0	0.5636	0	0.6084	0	0.1909	0	0	0	1.0754	0	0	0	0.4142	0.5423	0	0.895	0	0.9102	0	0.8312	0	0.3316	0	0
hsa-miR-553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-556-3p	2.8704	3.1941	0.6085	2.6564	2.427	2.93	4.1348	2.4315	2.6063	0.6369	2.045	2.3675	3.8299	0	2.2018	1.8281	3.5676	1.208	2.1219	0.7238	1.477	1.6119	4.235	2.5836	0.5474	3.4795	1.0239	2.8995	3.0189	1.0945	1.3507	3.3379	1.2903	2.2914	2.8817	1.8976	2.346	1.1333	1.7086	0.7274	3.0117	3.8575	1.581	1.4159	1.7962	1.3883	1.5002	2.9211	4.4334	0.4343	1.7294	3.6687	0.2094	0.7814	3.0882	2.8577	4.4263	0.9094	2.7532	1.3888	1.0419	2.0372	2.5622	4.2571	1.8972	2.3676	0.9917	1.4563	4.1358	2.6791	0.1723	0	1.0909	0.5218	2.9175	2.8717	2.9155	2.6844	2.3968	3.5641	2.8822	1.8562	1.77	1.385	0.654	1.9648	1.4356	1.8479	0.614	1.7127	3.3156	1.5821	2.3909	2.1576	2.5645	2.0698	1.5283	2.4759	2.0945	1.6828	2.5547	1.3441	2.5615	1.8469	0	2.2858	2.3635	2.7341
hsa-miR-556-5p	0.6182	0.4219	0	0.2727	1.374	0.7789	1.5862	0.773	0.8442	0	0.2651	0.2263	0.4779	0	0.9777	0	0.7472	0.5228	0.2345	0	0	0	1.1301	0.4313	0.1274	0	0.1295	0.5748	0.6493	0	0	0.8064	0.1641	0.3144	0.7343	0.6278	0.4677	0	0.2705	0	0	0.8964	0	0.3296	0.6616	0.7952	0	0.9359	0	0.5251	0.659	0.7395	0.3922	0	0	0.9345	1.9904	0	0.1362	0	0.7096	0.9161	0	1.5796	0.3068	0.8736	0	0	0	0.9816	0	0	0.2696	0	1.3293	0.5968	0.6937	0.6809	0.728	0.2828	0.148	0.5622	0.3116	0.1175	0.1317	0	0	0.2111	0.2776	0	0.9769	0	0.6357	0.3188	0.523	0.2876	1.3516	0.9355	0.952	0.4525	0	0.7307	1.1885	0	0	0.3316	0.9172	0.6097
hsa-miR-557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5571-3p	0	0	0.2325	0	0.1368	0	0	0	0	0.2892	0.1386	0.2263	0	0	0.1871	0	0	0	0.122	0	0.9935	0.1561	0	0	0	0	0.1295	0.1347	0.1917	0.4053	0	0	0	0.1657	0	0.9326	0	0.1368	0	0.1015	0	0	0	0	0.5225	0.372	1.0685	0	0	0.1214	0	0	0.2094	0.6221	0	0	0.2098	0	0.2606	0	0	0	0.5531	0.7338	0.8713	0	0.2042	0	0	0	0.1723	0	0.6928	0	0.2242	0	0.7998	0	0	0.5192	0	0.3083	0	0.3271	0	0.9766	0.1778	0	0	1.0089	0	0	0	0.1682	0	0.1509	0.1517	0.3832	0	0.6907	0	0	0	0	0.2691	0	0.3742	0
hsa-miR-5571-5p	0	0.2263	0	0	0.1368	0	0	0	0	0	0.2651	0	0.4779	1.1423	0	0.5497	0	0	0	0	0	0	0	0	0	1.9861	0	0	0.5123	0	0	0.4589	0	0.1657	0	0	0.328	0	0.3888	0.7274	0	0.6547	0.2884	0.1742	0	0	0	0	0	0	1.3471	0	0.7003	0.1241	0	0	0	0	0	0.4296	0	0	0	0.5281	0	0	0.1057	0	0	0.4377	0	0	0.4966	0.1205	0.2242	0.5968	0	0	0	0	0	0	0	0	0	0.9766	0.1778	0	0	0	0	0	0	0	0	0	0	0	0.2088	0	0	0	0.5124	0	0	0	0.5303	0
hsa-miR-5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5579-3p	0.8065	0.4219	0	0	0.5825	1.8096	0.2413	0.9944	0	0	0.6827	1.603	0.6075	0	1.0758	0	1.0605	0.3686	0.2345	0	1.2554	1.1742	0	0.7629	0	1.8231	0	0.6667	0	0.4053	0.3897	1.1687	0	0	1.515	0.4473	0.4677	0.4832	0	0.7274	2.1803	1.7212	0	0.3296	0.1959	0	1.3004	0	0	0.6105	2.0314	0.2906	0	0.3443	1.2607	0	0.5553	0	0	0.9448	0.9657	0.3737	0.7663	1.2178	0	1.3207	0	0.7635	0.905	1.1638	0.4652	0	0.6928	0	1.1221	0.5968	0.4547	0	1.4011	0.7222	0.8985	0.6741	0.7851	0	0	0.2157	0.3361	0	0.0501	1.3326	0	0	0	0.1682	0.8194	0	0	0.2043	1.804	0.1671	0.6246	0.7307	1.1885	0.7218	0	0.1753	1.222	0
hsa-miR-5579-5p	0.8922	1.3383	0.4327	0.2727	2.3446	1.48	1.5862	1.3558	0	0.53	0.6827	1.2889	1.3622	1.0612	1.6216	1.9194	1.0605	0.1961	0.4361	0.9021	0	0.543	0.5612	1.0323	0.6358	0	0.3582	1.3036	1.0955	0.7214	0	2.1683	0.4451	0	1.7031	0.4473	0.5951	0.4832	2.1042	1.2535	0	2.7837	1.0748	0.9247	1.7962	0.372	1.0685	1.6742	0.9536	1.0382	1.9616	0	0	0.3443	0.6075	2.6033	0.2098	0.4609	0.1362	1.3888	1.539	0.6703	1.0365	1.5796	0.1615	1.4138	1.098	0.6071	1.7087	1.5603	0.4652	0	0.1411	0.4314	1.8161	0.4239	0.7998	1.59	2.3968	0.8139	1.3897	0.3083	1.2906	0.4215	0.7391	1.1956	0.3361	0.9004	1.1157	1.0089	1.9652	0.5292	0.2443	0.6944	0.523	1.4671	0.4142	1.4984	1.5968	0	1.3924	1.0698	0.2788	1.3552	0	0.6011	0.1992	0
hsa-miR-558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5580-3p	0	0	0.6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5580-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5581-3p	1.3813	1.238	1.786	1.0287	0.5825	0.4414	1.0651	1.0936	0.8442	0.1518	1.2703	1.9268	0.7264	1.3615	0.9777	0.5497	1.3178	0.1961	0.7705	1.8064	0.8422	0.4252	1.4137	1.782	1.0109	0	1.1514	1.3597	1.358	0.7214	1.8622	1.3207	0.4451	1.618	1.515	0.9326	0.5951	0.8446	1.4609	0	2.0545	2.0054	1.4113	1.9348	1.5316	0.1979	1.5002	0.9359	2.6673	0.9092	2.0314	1.9221	0.7003	0.443	0.7639	1.9006	1.809	1.4628	2.1263	1.6766	0.5095	0.9161	0.9519	1.6825	0.8713	1.873	0.4649	1.1511	2.6405	1.0449	1.2601	0.8829	0.7817	0.9041	0.8801	1.6872	1.5121	0.1382	1.3085	1.2676	2.3518	0.4408	0.7851	0.8862	0.4672	0.8532	0.9396	1.0173	0.8013	0.5909	2.6885	1.2199	0.6357	1.8953	0.906	1.0724	0.6362	0.3832	0.952	0.5765	1.4884	0.9654	1.647	1.6815	0.8641	1.617	0.6711	0.7289
hsa-miR-5581-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5582-3p	0.514	0.5941	0.9065	0.1428	0.5825	0.7789	0.6287	0.1913	0.9666	0	0.3814	0.4218	0.8362	0.9752	0.6359	0	0.3464	0.3686	0	0	0	0.4252	1.1301	0.5505	0	0	0	0.3715	0	0.2168	0	0.6996	0.1641	0.3144	0.4835	1.6694	0.1733	0.1368	1.7086	0.8491	0	1.1967	0.2884	1.1077	0.5225	0.1979	0.166	1.0674	0.739	0.5251	1.8111	0.8328	0.8327	0.443	0.4319	1.0296	0.5553	0	0.2606	1.1084	0.1452	0.1989	0.1594	0	0.8713	1.5012	0.6157	0.4317	1.9879	0.773	0.1723	0.6441	0.2696	0	0.4181	0.8906	1.0782	0.6809	0.2192	0	1.6099	0	0.3116	0.2261	0.4672	0.4034	0.4787	0.3952	0.1909	0.5909	0	0	0	1.2388	0	0.1509	0	0.816	0	0.4525	0.2395	0.3708	1.0468	0.3331	0	0.3316	1.0261	0.3368
hsa-miR-5582-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0	0	0	0	0	0
hsa-miR-5583-3p	0	0	0	0	0	0	0	0	0	0	0	0.3274	0.1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9848	0	0	0	0.4589	0	0	0.1798	0.2409	0.1733	0	0	0	0	0.5167	0	0.3296	0	0	0	0	0	0.2334	0	1.0031	0	0	0.2321	0.1765	0	0	0.5802	0	0.1452	0.3737	0.3029	0	0	0.7362	0	0	0	0.5291	0	0	0	0	0	0	0	0.1382	0	0	0	0	0.1642	0	0	0.2157	0.4787	0	0	0.815	0	0.5292	0	0	0.6287	0	0.1517	0	0.3912	0	0	0.2867	0	0	0	0	0	0
hsa-miR-5583-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9051	0	0	0	0.2606	0	0	0.1989	0	0	0	0.4145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1496	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5584-3p	0	0	0	0.2727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3888	0	0	0	0	0.5977	0	0	0	0	0	0	0	0.4166	0	0.2384	0	0	0	0	0	0	0	0.1989	0	0	0	1.5012	0	0	0	0	0	0	0	0	0	0	0	0.1382	0.2192	0	0	0	0	0	0.2524	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5531	0	0	0	0	0	0	0	0	0
hsa-miR-5584-5p	0.1467	0	0	0	0	0.2375	0.7893	0	0	0	0.5891	0.2263	0	0	0	0.7619	0	0	0	0	0.8422	0	0	0	0.3526	2.0611	0	0	0	0.4053	0	0	0.1641	0	0	0	0.1733	0	0.4982	0	1.3299	0	0.1514	0	0	0	0.8902	0	0	0	0	0	0.2094	0	0.2321	0.1765	0	0	0	0.6582	0	0	0.3029	0	0	2.0574	0	0	0.905	0.1225	0.1723	0	0	0	0	0	0	0	0.4095	0	0	0.1624	0.1642	0	0.8956	0.2157	0	0	0	0.815	0	0	0	0	0	0.5272	0	0	0	0	0	0.2867	0	0	0	0	0	0.3368
hsa-miR-5585-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5585-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6246	0	0	0	0	0	0	0
hsa-miR-5586-3p	0.4016	0	0.6085	0	0.1368	0	0	0	0	0	0	0	0.1775	0	0.5012	0	0	0	0.4361	0	0.9935	0.6519	0	0	0	0	0	0	0	0.2168	0.2079	0	0.1641	0.1657	0	0	0	0	0	0.7895	0	0	0	0	0.1959	0	0	0	0	0	0	0	0	0	0	0	0	1.0027	0.2606	0	0.2771	0	0.1594	0	0	0	0.2965	0	0.6074	0	0	0	0	0	0.2242	0	0	0	0.2192	0	0	0	0	0	0.3638	0.2157	0	0	0	0	0	0	0	0.1682	0	0.1509	0.5295	0	0	0.1671	0	0	0	0	0	0	0.3742	0
hsa-miR-5586-5p	0.973	0.8869	0.4327	0.2727	0.5825	0	0.9338	0.3601	0.2129	0	1.0062	0.1176	0	0.4459	0.1871	0	0	0.662	0.5272	0.1487	0.6732	0.4252	0.3077	0.1585	0.4533	0	0.6449	0.9116	0.5123	0	0.2079	0.4589	0.8823	0.6859	0.1798	1.0638	0	0.6752	0.4982	1.3391	0	0	0.8274	0.1742	0.9052	0.1979	0	0.242	0	0.1214	0.4709	0.6397	0.5545	0.5353	1.0336	0.6047	0	0.5867	0.2606	0.1578	0.1452	0.5296	1.398	0	0.1615	0	0.5423	0.7635	1.2607	0.2354	0.3261	0.7685	0.6928	0.2318	0.2242	0.2275	0.5791	0.8514	0.5775	0	0.623	0.778	0.5676	0.4215	0	0.9766	1.3639	0.4791	0.3594	0.5909	0	0.2887	0	0.4551	0.1496	0.8254	0.1517	0.6856	0.5531	0.9873	0.2395	0.1973	0	0.9328	0	0.9294	0.3742	0
hsa-miR-5587-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3148	0	0	0	0	0	0	0	0	0	0.5553	0	0	0	0.1452	0	0	0	0	0	0	0	0.4319	0	0	0	0	0	0	0	0	0	0	0	0.148	0	0	0	0	0	0	0	0	0	0	0	0	0.3188	0.4089	0.1509	0	0	0	0	0.2395	0	0	0	0	0	0	0
hsa-miR-5587-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242	0	0.2334	0	0	0	0	0	0	0.2098	0	0	0.1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2192	0	0	0	0	0	0	0	0	0	0.0501	0	0	0	0.2443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5588-3p	0.7154	0.8869	0	0.3918	0.1368	0.4414	0.9338	0	0.5628	0.4146	0	0.2263	0.1775	1.2191	0	0.7619	0	0.5228	0.2345	0.9021	0	0.1561	0	0.4313	0.5474	1.3108	0.1295	0.4767	0	0	0	0	0.1641	0.3144	0.1798	0	0	0	0.1416	0.5232	0	0.1935	0.1514	0.7152	0	0.9126	0.3148	0	2.0277	0.1214	1.1097	0	0.5545	0.2384	0	0	0.2098	0	0.1362	0.6582	0.2771	0.6703	0.3029	0	0	0.2221	0.4649	0	0.6074	0	0	0	0.1411	0.5218	0	0.2275	0.9912	0	0.5775	0.1483	0.405	0.1624	0	0	0	0	0	0	0.1909	0	0	0	0.6357	0	0.4089	0	0.1517	0.2043	0	0	0	0	0.2788	0.1761	0	0	0.1992	0
hsa-miR-5588-5p	0	0.4219	0.2325	1.1688	0.5825	1.48	0.448	0.3601	1.2818	0.6369	0	0.7478	0.4779	0.312	0.3527	1.1107	0.9634	0.9057	1.4671	0	0	0.2969	0.5612	0.7629	0.719	2.4992	0.6449	0.9848	0.3609	0	0.2079	0.4589	0.5675	0.5723	0.6143	0	0.7121	0.9224	0.2705	0.7895	0	0	0.997	1.8856	0.3684	0.9126	1.15	0	0	0.6912	0.2546	0.8328	0.2094	0.1241	0.6075	0.6047	0.5553	0.1705	0.5802	0.5484	1.3117	0.3737	1.1164	0	0.3068	0	0.8159	0.6071	0	0.615	0.4652	0	0.9445	0.8353	0	1.4372	0.6937	0.2643	0.2192	0.1483	0.9798	0.5622	0.6804	0.5936	0.2524	0.4034	0.4787	1.3649	0.5103	0.5909	1.2211	1.6851	1.3083	0.1682	0	0.2876	1.2205	0.5423	0.6987	0.7965	1.2896	0.3708	0.2788	0.4746	0	0.4726	0.3742	0.3368
hsa-miR-5589-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5589-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-559	0.514	0	0.6085	0	0.1368	0	0	0	1.2818	0	0	0.5105	0.6075	0	0	0	0.4927	0	0	0	0	0	0.3077	0	0.2444	0	0.1295	0.1347	0.3609	0.2168	0	0	0	0	0	0	0.7121	0	0	0	0	0	0.7346	0.4699	1.0131	0	0	0	0	0	0.2546	0.1526	0	0	0	0	0.3929	0	0.8416	0	0	0	0	0.2881	0	1.1144	0	0.2319	0	0	0.4652	0	0	0	0	0.5968	0	0	0.5775	0.5192	0.8124	0	0	0	0	0.5694	0	0	0.1455	0	1.063	0	0.7976	0.1682	0	0	0.1517	0.3832	0.6987	0	0.4448	0.102	0.2788	0	0	0	0.1992	0.4797
