idx	C3N-03848	C3L-03272	C3N-02494	C3L-00568	C3L-02625	C3L-00923	C3N-03204	C3N-03093	C3L-01455	C3N-01017	C3L-02627	C3N-03441	C3L-02660	C3L-02963	C3N-02339	C3N-03425	C3L-02650	C3L-02546	C3N-03875	C3N-04162	C3N-02374	C3L-02168	C3N-03877	C3L-01884	C3N-04127	C3N-02435	C3L-02969	C3N-00497	C3L-03962	C3N-04124	C3N-02252	C3N-01846	C3L-02163	C3N-02675	C3L-02964	C3N-02375	C3L-02127	C3L-04013	C3L-02665	C3L-00993	C3N-03882	C3N-00221	C3N-02425	C3L-03963	C3L-04071	C3N-00555	C3L-01000	C3L-02358	C3L-00603	C3L-02130	C3L-02669	C3N-03092	C3N-02575	C3L-02619	C3N-03851	C3L-02552	C3L-02164	C3N-01411	C3N-03486	C3N-02426	C3L-02648	C3L-02349	C3N-02434	C3L-03965	C3L-00904	C3N-03076	C3L-04014	C3N-02523	C3L-02649	C3L-00415	C3N-01020	C3N-01025	C3N-03424	C3L-03961	C3N-01028	C3L-00445	C3L-01285	C3L-02968	C3L-02891	C3N-03880	C3N-02289	C3L-04391	C3L-00927	C3L-01606	C3L-02951	C3L-01663	C3L-00081	C3N-02288	C3N-03051	C3N-01194	C3N-01892	C3N-02285	C3N-01893	C3L-02629
hsa-miR-7976	0.3353	1.0158	0.9674	0.3356	0.7892	0.665	0.5517	1.0507	0.8592	1.6142	0.6416	1.1456	1.2381	1.9387	1.2864	0.9655	0.6854	0.3065	0.5134	0.998	0.5126	0.6077	0	1.077	0.6727	0.6814	1.1211	0.1195	0.4541	0.5095	0.2776	1.7361	0.6814	0.4211	0.6863	0.1338	0.2901	1.4827	1.1202	0.3363	0.4176	0.2198	0.7956	0.158	0.6397	0.6906	0.9318	0.341	1.2355	0.592	0.6255	0.1663	0.4596	1.9382	0.987	1.2242	1.2908	1.0721	1.2898	0.2445	0.2773	0.1433	0.7463	0.3829	0	0.5602	0.7486	0.633	0.9653	0.9386	0.9066	1.48	0.2229	0.3272	0.5248	0.7002	1.2367	0.1786	0.575	0.7631	0.5698	0.8465	1.2669	0.599	0.5969	0.4849	0.7632	0.2546	0.6163	0.417	0.3877	0.292	0.1474	0.605
hsa-miR-7977	0.1774	0.1552	0.2523	0	0	0	0	0.1341	0	0	0	0	0	0	0	0	0	0	0.1465	0	0	0	0	0	0	0	0	0	0	0.1452	0	0	0	0	0	0.4739	0	0	0	0	0.153	0	0	0	0	0	0	0	0	0.1171	0.1249	0	0	0	0.1135	0	0	0	0	0	0	0	0	0.2662	0	0	0	0	0	0	0	0	0	0	0.1969	0	0.1334	0	0.1348	0.137	0	0	0	0	0	0.2627	0	0	0	0	0.2696	0	0	0
hsa-miR-7978	0	0	0	0.2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153	0.4972	0	0	0	0.8216	0	0	0	0	0	0.4504	0	0	0	0.3138	0	0	0	0	0.1453	0	0	0	0	0	0	0	0.2515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6609	0	0	0	0	0	0	0
hsa-miR-802	0	0	0.2523	0	0	0	0	0.2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2536	0	0	0	0	0	0	0	0	0
hsa-miR-8052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1699	0	0	0	0.1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-873-3p	0.1774	0	0.1316	0	1.1463	0	0	0	0.3843	0.632	0	0.3132	0.0795	0	0.1634	0.1313	0	0	0	0.1922	0	0	0	0	0	0	0.1464	0.1195	0	0	0	0	0.105	0.3462	0	0	0.7383	0	0	0.1779	0.153	0.3183	0	0	0	0.5464	0.2651	0.2361	0.2552	0	0	0.1663	0	0	0.2187	0	0	0	0.3113	0.6359	0.1453	0.2736	0.1544	0	0.2583	0.2118	0	0.1508	0	0	0	0.4414	0.1158	0	0	0.3218	0.3681	0	0	0	0	0	0.1381	0	0.4009	0.1373	0.1586	0.471	0	0.1528	0	0	0	0.605
hsa-miR-873-5p	0.3353	0	0	0.1208	0.5708	0.2232	0.5517	0.2568	0.4926	0.8675	0	0.4475	0.2263	0	0	0	0	0.2114	0.2794	0.1922	0	0.1041	0	0.1874	0.162	0.5685	0.2794	0.3323	0.1276	0	0.2776	0.4326	0.2028	0.1834	0.5727	0.1338	0.4159	0	0	0	0.4176	0.579	1.073	0.158	0.1884	0.9417	0	0.2361	0	0	0	0.3153	0.322	0	0.3167	0	0.1522	0	0	0.3175	0	0.1433	0	0	0	0.2118	0.1177	0	0	0.1775	0.4593	0.2375	0	0.1729	0	0	0.57	0.4806	0.7532	0.137	0.1334	0.2963	0.6805	0.9587	0.7142	0	0	0.471	0	0.5329	0	0.292	0	0.8331
hsa-miR-874-3p	6.2595	6.3629	6.2658	5.7454	6.4535	5.8696	6.274	6.7865	6.0712	5.6847	5.9395	6.2873	5.9991	6.3182	6.5884	6.3302	6.3475	6.2856	6.3614	6.2277	7.5191	6.8994	6.7984	6.3843	5.8966	6.0434	6.0127	6.3376	5.9379	6.6561	6.7595	6.2602	6.4396	6.1085	6.5707	6.4386	5.9626	6.0891	5.6905	5.9053	6.279	6.2458	6.7849	5.6494	6.8329	5.4585	6.4582	6.6273	5.9122	6.4815	6.1147	6.6447	6.9792	6.6101	6.32	6.7322	6.5686	6.2886	6.8474	6.473	6.3249	6.8207	6.7251	6.4748	5.9562	6.4331	6.2575	6.0657	5.9263	6.34	6.1619	5.8195	6.4494	6.8156	5.9607	6.4649	5.6447	5.9878	6.4442	6.5099	6.4512	6.6118	5.5487	5.8969	6.0237	5.8385	5.77	6.4056	6.1781	6.3296	7.3427	6.764	6.6357	6.0641
hsa-miR-874-5p	2.578	2.6638	2.3795	2.6412	2.3232	1.8785	1.6837	2.9305	1.9445	1.6142	2.6472	2.9158	2.3439	2.4539	1.3557	2.6416	2.5143	2.0276	3.2061	3.0718	2.5793	2.789	2.6818	3.383	2.6386	2.8395	2.4276	2.434	2.4678	2.3287	2.6317	2.6957	2.3434	2.2415	2.6128	1.6501	3.0425	2.3004	2.0066	2.265	1.8374	2.3075	2.3701	2.4931	3.4469	1.6547	2.0091	2.3722	2.1646	2.4766	2.9437	2.9018	2.8078	3.1876	2.5632	2.4257	2.6899	2.7512	2.3143	1.4454	2.8157	2.7974	2.2407	2.4213	2.5613	1.6117	2.4832	2.3745	2.5266	1.63	2.7544	1.7339	3.2513	2.5764	2.3491	2.4913	1.8926	1.5084	2.4607	2.3172	2.7884	2.2168	2.298	2.6982	1.9087	2.3489	1.3933	1.2334	2.5351	2.7675	2.3534	2.8191	3.0927	2.6645
hsa-miR-875-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3023	0	0.0946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-875-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-876-3p	0	0	0	0	0	0.2232	0	0.2568	0	0	0	0	0	0	0	0	0	0.1096	0.1465	0	0.1918	0	0	0	0	0.5685	0	0	0.2449	0	0	0	0	0.6251	0	0	0.5315	0	0	0	0.153	0.1141	0.3165	0.158	0	0	0	0.8479	0.472	0.1171	0	0.1663	0	0	0.2187	0	0	0	0.6799	0	0.1453	0	0	0	0	0	0	0.1508	0	0	0	0.2375	0.2229	0	0.3702	0	0	0.0921	0.258	0.3772	0	0	0	0.1187	0.5969	0	0	0.2546	0.7132	0	0.3877	0.292	0	0
hsa-miR-876-5p	0	0	0	0	0	0	0	0	0	0	0	0.4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-877-3p	0.3353	0.2953	0.3636	0.1208	0.3135	0	0.5517	0.664	0	0.498	0.6416	0.3132	0.2263	0	0.3102	0.6523	0	0.8392	0	0.3617	0.1918	0	0.1675	0.1874	0.3076	0.4459	0.2794	0	0.2449	0.2771	0.5102	0	0.6119	0	0.3146	0.2563	0.4159	0.1534	0	0	0	0.1141	0.452	0.3004	0.355	0	0.4889	0.8479	0.2552	0.2254	0.4456	0.5739	0.4596	0.4712	0.5763	0.1654	0.1522	0.7325	0.6799	0.5169	0.2773	1.1034	0	0.8564	0.2583	0	0.4223	0.5267	0.1312	0.1775	0	0	0.2229	0.5938	0.1969	0	0.3681	0.6717	0.3716	0	0.1334	0.1558	0.2641	0.599	0.4692	0.2627	0.5507	0.3669	0.6163	0.417	0	0.1534	0	0
hsa-miR-877-5p	1.6291	1.8066	0.9674	1.5888	1.4323	1.5061	2.0099	2.3754	1.6953	1.6775	1.1584	1.776	1.9162	1.9039	1.2864	1.5854	1.3337	2.1609	1.5477	1.2778	0.9966	1.32	1.7917	0.7601	1.2784	1.2192	1.5474	1.9767	1.0772	1.6887	1.1156	2.011	1.3272	1.6948	1.9268	1.1787	1.2915	1.6467	1.2274	1.858	1.4805	1.6879	1.5057	1.9611	1.4924	2.2741	1.7741	1.1663	1.8139	1.5161	1.4429	1.302	1.5853	2.8439	1.9805	1.5576	1.5864	1.3468	2.2789	1.1173	2.0994	1.7663	1.2358	2.3657	2.0488	1.535	1.6044	1.4659	1.3891	2.3012	1.4591	1.7339	1.627	1.7187	2.1731	1.5845	2.1347	1.5737	1.7015	1.3184	0.661	0.752	2.728	1.5719	1.9331	2.3769	1.6816	2.0316	1.7419	1.5902	1.2239	1.362	1.606	2.0896
hsa-miR-885-3p	0	0	0	0	0	0.1159	0	0	0	0	0	0	0	0.1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2237	0	0.153	0	0	0.158	0	0	0	0	0	0	0	0	0	0	0	0.1654	0	0	0	0	0	0	0	0	0	0	0.1177	0	0	0	0.5848	0.2375	0	0	0	0	0.1334	0	0	0	0	0	0.1381	0	0	0	0	0	0	0	0.1411	0	0.2811	0
hsa-miR-885-5p	1.8014	2.2812	1.8777	1.7843	2.0121	1.8453	2.6144	1.6962	1.3939	1.7382	1.3607	1.614	1.6299	0.6308	3.1756	2.8079	2.4754	2.1609	2.0353	1.2778	2.8593	1.8255	2.5963	2.4796	2.2274	2.2085	1.3799	1.4473	0.799	1.1831	2.7502	1.3307	1.2377	1.3558	3.2705	3.2414	1.6397	0	0.8785	0.838	0.6411	2.7035	2.4039	2.7628	1.1735	1.9694	1.386	1.6476	1.4551	2.1592	0.9295	2.4961	2.4923	2.2032	1.8225	2.359	0.831	3.01	1.4253	1.2724	1.3727	1.2998	0.8403	1.6451	1.7871	2.0018	2.4611	1.0714	0.4657	2.0506	2.5541	2.8957	2.1459	1.8771	1.9179	1.8069	2.4736	1.4399	2.63	1.5811	1.5545	2.4148	1.8527	1.0807	2.3322	1.5348	2.1655	1.9256	1.1193	2.158	3.4551	2.908	3.018	0.9349
